snapshot_time,vehicle_id,route_id,route_stop_id,vehicle_lat,vehicle_lon,vehicle_speed,estimated_time_arrival
2026-03-04T18:05:50.905776,33,29,419,33.777097,-84.395484,0,2026-03-04T18:29:31.905776
2026-03-04T18:05:50.905776,33,29,420,33.777097,-84.395484,0,2026-03-04T18:33:19.905776
2026-03-04T18:05:50.905776,33,29,407,33.777097,-84.395484,0,2026-03-04T18:34:47.905776
2026-03-04T18:05:50.905776,33,29,408,33.777097,-84.395484,0,2026-03-04T18:36:24.905776
2026-03-04T18:05:50.905776,33,29,409,33.777097,-84.395484,0,2026-03-04T18:37:40.905776
2026-03-04T18:05:50.905776,33,29,410,33.777097,-84.395484,0,2026-03-04T18:05:51.905776
2026-03-04T18:05:50.905776,33,29,399,33.777097,-84.395484,0,2026-03-04T18:07:14.905776
2026-03-04T18:05:50.905776,33,29,400,33.777097,-84.395484,0,2026-03-04T18:08:17.905776
2026-03-04T18:05:50.905776,33,29,401,33.777097,-84.395484,0,2026-03-04T18:09:30.905776
2026-03-04T18:05:50.905776,33,29,402,33.777097,-84.395484,0,2026-03-04T18:10:20.905776
2026-03-04T18:05:50.905776,33,29,396,33.777097,-84.395484,0,2026-03-04T18:13:06.905776
2026-03-04T18:05:50.905776,33,29,404,33.777097,-84.395484,0,2026-03-04T18:17:13.905776
2026-03-04T18:05:50.905776,33,29,397,33.777097,-84.395484,0,2026-03-04T18:20:49.905776
2026-03-04T18:05:50.905776,33,29,398,33.777097,-84.395484,0,2026-03-04T18:21:39.905776
2026-03-04T18:05:50.905776,33,29,411,33.777097,-84.395484,0,2026-03-04T18:22:27.905776
2026-03-04T18:05:50.905776,33,29,412,33.777097,-84.395484,0,2026-03-04T18:23:14.905776
2026-03-04T18:05:50.905776,33,29,413,33.777097,-84.395484,0,2026-03-04T18:24:17.905776
2026-03-04T18:05:50.905776,33,29,415,33.777097,-84.395484,0,2026-03-04T18:24:57.905776
2026-03-04T18:05:50.905776,33,29,416,33.777097,-84.395484,0,2026-03-04T18:25:50.905776
2026-03-04T18:05:50.905776,33,29,417,33.777097,-84.395484,0,2026-03-04T18:26:58.905776
2026-03-04T18:05:50.905776,33,29,421,33.777097,-84.395484,0,2026-03-04T18:28:20.905776
2026-03-04T18:05:50.905776,34,29,419,33.78067,-84.388671,0,2026-03-04T18:18:11.905776
2026-03-04T18:05:50.905776,34,29,420,33.78067,-84.388671,0,2026-03-04T18:21:59.905776
